osm_id,tipo_osm,amenity,nombre,cocina,ciudad,calle,cp,telefono,web,horario,lat,lon
12077182391,node,bar,don floro,,,Calle Galiana,,,,,43.5544224,-5.9243415
12077182418,node,bar,spass,,,Calle San Francisco,,,,,43.5550675,-5.9234427
12090411682,node,bar,cervecería cheers,,,,,,,,43.3701383,-5.8415903
12106042990,node,bar,el círculo,,,Calle La Ferrería,,,,,43.55595,-5.9214444
12106042999,node,bar,la guindilla,,,Calle La Ferrería,,,,,43.5556856,-5.921469
12106054314,node,bar,soul kitchen,,,Plaza España,,,,,43.5552352,-5.9217033
12110599184,node,bar,kantatu,,avilés,Cai/Calle Rivero,,,,,43.5521616,-5.9197845
12110599187,node,bar,folixa,,avilés,Cai/Calle Rivero,,,,,43.5519868,-5.9198833
12110599189,node,bar,112,,avilés,Cai/Calle Rivero,,,,,43.5517187,-5.9197635
12110599190,node,bar,ugarte,,avilés,Cai/Calle Rivero,,,,,43.5519008,-5.9196727
12114479863,node,bar,la bodega de rivero,,,Cai/Calle Rivero,,,,,43.5526525,-5.9200206
12114479867,node,bar,legendario,,,Cai/Calle Rivero,,,,,43.5523382,-5.9198921
12118267542,node,bar,semilla negra,,,,,,,,43.5591805,-5.9232235
12118864903,node,bar,la regenta,,,Barrio del Fondón,,+34 985 84 86 50,,,43.3514592,-5.1264221
12118934432,node,bar,cervecería betanzos,,,,,,,Tu off,43.5385939,-5.6533085
12120850707,node,bar,el parque,,,,,,,,43.3503062,-5.1302793
12123849856,node,bar,el buen llantar del picu urriellu,,,,,,,,43.3015448,-4.8177168
12131037701,node,bar,bar neptuno,,,Calle del Sol,33300,,,,43.4822529,-5.4364164
12144051993,node,bar,aldebarán,,,,,,,,43.5133072,-5.2688003
12147625041,node,bar,salsa & sabor,,,Calle Palacio Valdés,,,,,43.5555873,-5.9208099
12149555762,node,bar,vinos a granel,spanish,,,,,https://vinosagranel.es/,,43.3657246,-5.8331527
12163232843,node,bar,chuvis,,,,,,,,43.3595368,-5.8434166
12165431388,node,bar,sidrería las torres,,,Avenida de la Paz,,,,,43.42161,-4.7590982
12175071933,node,bar,bar el candil,,,,,,,,43.364067,-5.8377577
12181719657,node,bar,plaza,,,Calle San Roque,,,,,43.5535115,-5.9261736
12181719658,node,bar,la antigua,,,,,,,,43.5533135,-5.9263058
12181719659,node,bar,la máquina,,,Calle San Roque,,,,,43.5535978,-5.926224
12183580989,node,bar,la muralla,,,Calle de La Muralla,,,,,43.5574333,-5.9226132
12183580993,node,bar,barhalla,,,Calle de La Muralla,,,,,43.5574402,-5.9230181
12205147788,node,bar,voltaje,,,,,,,,43.3604467,-5.8432302
12205147789,node,bar,mcfly,,uviéu - oviedo,,,,,,43.3599148,-5.8428789
12205147790,node,bar,tsaciana,,,,,,,,43.3613659,-5.8428593
12273155187,node,bar,alfaraz,,,,,,,,43.5367313,-5.9451973
12273172180,node,bar,el errante,,,,,,,,43.5602165,-5.9769528
12273172181,node,bar,la fábrica,,,,,,,,43.5602417,-5.9767328
12273172182,node,bar,la chata,,,,,,,,43.5602126,-5.9768347
12273172183,node,bar,jopry,,,,,,,,43.560197,-5.9771298
12388709123,node,bar,cainzo,,,,,,,,43.3611321,-5.8434617
12388709124,node,bar,diario roma,,,,,,,,43.3608158,-5.8435582
12408019863,node,bar,la botica indiana,,candás,,,,,,43.5896004,-5.7651428
12755423237,node,bar,el rinconín,,,,,,,,43.3703225,-5.8528579
12793265125,node,bar,rubicón,,,,,,,,43.3600022,-5.8433292
12862837513,node,bar,disco bar ambigú,,,,,,,,43.3564595,-5.8520642
12899925516,node,bar,casa alicia,,,,,,,,43.5660374,-5.9757361
12920129879,node,bar,bar la cueva,,,,,+34 985 82 01 60,,,43.4908706,-6.113413
13008577581,node,bar,bar lo de laura,,orlé,,,,,,43.1974004,-5.3255791
13015710801,node,bar,el chigrín de bea,,,Calle Venancio Álvarez Buylla,33430,+34 984 29 65 08,,,43.589935,-5.7650657
13031096802,node,bar,pasiones vegan bar,argentinian;spanish,,Calle Premio Real,33202,+34 984 19 18 68,http://pasionesbar.com,,43.5400053,-5.652404
13039887001,node,bar,pantai beach bar,,gijón/xixón,Camino del Camping,33203,+34633884346,,12:00+,43.5497665,-5.6374184
13043325049,node,bar,bar alvi,,,Calle José Manuel Pedregal,,,,,43.5574839,-5.9259741
13043325087,node,bar,my friend,,,Calle Presbiterio José Fernández,,,,,43.5576724,-5.926302
13074050380,node,bar,la taberna,,,,,,,,43.5578175,-5.9265804
13100033936,node,bar,varsovia,,,,,,,,43.3651864,-5.8423456
13103261301,node,bar,rub a dub bar,,,Calle del Rosario,33201,,,,43.546688,-5.6647952
13103273201,node,bar,mosh pit,,,Calle de la Vicaría,33201,,,,43.546229,-5.6637658
13103276701,node,bar,la teya bar,,,Calle Oscar Olavarría,33201,,,,43.5465507,-5.664952
13103282503,node,bar,black sea,,,Calle del Rosario,33201,,,,43.5466483,-5.6647601
13114153004,node,bar,trakatra ii,,mieres del camín,Cai Carreño Miranda,33600,,,,43.2526586,-5.7772547
13115328208,node,bar,chiringuito mareal,,,,,,,,43.3924963,-4.5749584
13120257266,node,bar,pombo,,,,,,,,43.2507341,-5.7720993
13121660147,node,bar,l'ayalga,,,,,,,,43.2512732,-5.7729618
13121660150,node,bar,las vegas,,,,,,,,43.2511214,-5.7731901
13123244510,node,bar,gran reserva,,,,,,,,43.251796,-5.7729041
13123244511,node,bar,la facultad,,,,,,,,43.2519099,-5.7728922
13127549189,node,bar,drink var,,,,,,,,43.2507626,-5.7730228
13127549190,node,bar,la taberna thewhitebar,,,,,,,,43.2508534,-5.7732106
13127549191,node,bar,barley,,,,,,,,43.2510263,-5.7731891
13134467504,node,bar,curi,,,,,,,,43.2490619,-5.7728802
13135880469,node,bar,la carbonera,,,,,,,Fr-Sa 22:30-05:30,43.2492531,-5.7735633
13153267018,node,bar,el gallineru,,,,,,,,43.2514827,-5.7734558
13167983980,node,bar,la fontana,,,,,,,,43.2505792,-5.773046
13198148201,node,bar,la parada obligatoria,,,Pedrero,33460,,,,43.5505926,-5.8699641
13266788624,node,bar,el trasteru de lu,,langreo / llangréu,Calle Pedro Ponga,33930,,,,43.3093411,-5.6920349
13281532593,node,bar,la pedrera,,langreo / llangréu,Calle Elorza,33930,,,Fr 23:00-04:30; Sa 23:00-05:30,43.3110014,-5.6902678
13308170701,node,bar,casa orosia,,,,,,,,43.541599,-5.9824794
13357948856,node,bar,el duro,,,,,,,,43.252521,-5.7777242
13374498257,node,bar,a son de mar,,,,,,,,43.4868769,-6.1106491
13446641887,node,bar,la antigua,,,,,,,,43.2487646,-5.7789504
13446641888,node,bar,la flor,,,,,,,,43.2492362,-5.778684
13461357980,node,bar,nuevo planeta,,,,,,,,43.5461793,-6.5317923
13461357981,node,bar,la gaviota,,,,,,,,43.5459939,-6.5317787
13461357982,node,bar,cervecería mont blanc,,luarca,,33700,,,,43.5468374,-6.5321644
13462994213,node,bar,bar gema,,,,,,,,43.5444751,-6.5348748
13566740201,node,bar,casa manola,,,,,,,,43.2755283,-5.6045767
13566740301,node,bar,el yoga,,,,,,,,43.275119,-5.6051572
13566740401,node,bar,la nueva esquina,,,,,,,,43.2754855,-5.6058127
13566740502,node,bar,la tayuela,,,,,,,,43.2746104,-5.6018876
13568172401,node,bar,la chez,,,,,,,,43.2757263,-5.6051331
13568172601,node,bar,les carboneres,,,,,,,,43.274519,-5.6016025
13633498478,node,bar,el patio,,,,,,,,43.2467452,-5.7726307
13650197773,node,bar,vardy's,,,,,,,,43.2494471,-5.7751815
13695630562,node,bar,vinatería papara,,,Avenida de San Agustín,,,,,43.5549698,-5.9285276
62040445,way,bar,bar la espasa,,la espasa,Paseo Playa Espasa,,,,,,
84034283,way,bar,terraza de la bodeguita del medio,,,,,,,,,
114377891,way,bar,la amistad,,,,,,,,,
114847963,way,bar,nudos,,,,,,,,,
114847981,way,bar,l'orbayu,,,,,,,,,
115830195,way,bar,bocatas,,,,,,,,,
116073107,way,bar,el almacén,,,,,,,,,
116073442,way,bar,la muralla,,,,,,,,,
195450233,way,bar,ocean,,,,,,,,,
222347937,way,bar,la vida es bella,coffee_shop;fish;friture;regional;seafood,,Carretera de la Playa de Aguilar,,,,,,
228245702,way,bar,el furacu,,,,,,,,,
237429557,way,bar,casa bubián,,miñagón,,,,,,,
250325976,way,bar,la casona de la montaña,,,,,,,,,
263588993,way,bar,restaurante bar principado,,,,,,,,,
297214709,way,bar,el rincón de tuti,sandwich,ciañu,Calle Jaime Alberti,33900,,,,,
309791957,way,bar,"sidreria ""la casona del padrun""",,el padrún,,,,,,,
309791959,way,bar,sidreria angel,,,,,,,,,
315060669,way,bar,el trabanquín,,,,,,,,,
352178669,way,bar,bar la vega,,,,,,,,,
352180888,way,bar,la bolera,,,,,,,,,
357221646,way,bar,tnt rock bar,,,,,,,,,
357946704,way,bar,isla del aire,coffee_shop;ice_cream;tea,,Ramal a la Playa de San Pedro,,,,,,
438997564,way,bar,bar la figarona,,,,,+34 985741516,,,,
485114117,way,bar,bar abandonado,,,,,,,,,
486887315,way,bar,bar el horreo. casa alvarín,,gijón/xixón,,,,,,,
505639079,way,bar,hostal bar occidente,,,,,,,,,
512038048,way,bar,la cabaña,,carreño,,,,,,,
613591730,way,bar,bar la arena,,,,,,,,,
683108445,way,bar,aguaducho,,,,,,,,,
691100720,way,bar,arnao coast,,arnao,,,,,,,
720317975,way,bar,pura vida,,gijón/xixón,,,,,,,
806785305,way,bar,bar cuty,,bustu (valdés),Bustu,33789,+34 985 47 56 20,,,,
1109934183,way,bar,ambigú,,gijón/xixón,,,,,,,
1206454596,way,bar,el romano,,,,,,https://elromano.org/,"Sa-Su 13:00-16:00,19:00-23:30; Mo-Fr 19:00-23:30",,
1209158285,way,bar,mentawai,,,,,+34 691 129 178,,,,
1263601037,way,bar,bar tienda les pedroses,,campiellos,,,,,,,
1282278289,way,bar,bar el puente quinzanas,,,,,,,,,
1286508169,way,bar,casa jenaro,,,,,+34 985 16 91 10,,,,
1410908764,way,bar,vega beach bar,burger;sandwich;tapas;spanish,,,,,,,,
256817217,node,fast_food,mcdonald's,burger,gijón/xixón,,,,,,43.5365625,-5.6971545
444802265,node,fast_food,taco bell,tex-mex,,C.C. Parque Principado,,,,,43.3894645,-5.8043133
481013844,node,fast_food,telepizza,pizza,,Genaro Riestra,33500,,,"Mo-Su,PH 13:00-16:00,19:30-23:30",43.4217515,-4.7559767
493379178,node,fast_food,mcdonald's,burger,,,,,,,43.3705314,-5.8304755
493393405,node,fast_food,burger king,burger,,,,,,,43.3926084,-5.7973353
861114730,node,fast_food,mcdonald's,burger,oviedo,Calle Uría / Cai Uría,33003,,,,43.3636365,-5.8505289
978073716,node,fast_food,gyros,kebab,gijón/xixón,,,,,,43.5418304,-5.6695074
1038724649,node,fast_food,mambru hamburgueseria,burger,gijón/xixón,,,,,,43.5417386,-5.6692419
1656334492,node,fast_food,mcdonald's,burger,,Camino de Heros,33401,,,,43.5524634,-5.9326276
1772547682,node,fast_food,burger king,burger,gijón/xixón,,,,,,43.5434253,-5.6643808
1772548317,node,fast_food,burger king,burger,gijón/xixón,,,,,,43.5399678,-5.6463593
1851246350,node,fast_food,telepizza,pizza,,,,,,,43.5375597,-5.9012398
2353467015,node,fast_food,domino's,pizza,oviedo / uviéu,Calle Fernando Vela,,,,,43.3667806,-5.8432888
2353467098,node,fast_food,telepizza,pizza,oviedo / uviéu,Calle General Elorza,33001,,,,43.3659722,-5.8432375
2628580869,node,fast_food,döner kebab pizzería italiana,,,,,,,,43.384729,-5.7035387
2684511270,node,fast_food,döner kebab house,kebab,candás,Calle Pedro Herrero,33430,+34 984030078,http://www.donerkebabhouse.es,Llunes a domingu,43.588705,-5.7652262
2761405697,node,fast_food,mccharly & company café,burger;pizza,mieres del camín,Avenida de México,33600,+34 985453242,https://mccharlycompany.com/,8:30-23:00,43.2548621,-5.7800368
2850919610,node,fast_food,domino's,pizza,uviéu/oviedo,Paseo de La Florida,33012,+34 984750617,,,43.3673663,-5.8748099
2952103407,node,fast_food,café centro,burger,,,,,,,43.2718169,-6.6111024
3128089533,node,fast_food,telepizza,pizza,,,,,,,43.2500084,-5.7731231
3420191193,node,fast_food,domino's,pizza,gijón/xixón,,,,,,43.526305,-5.6779996
3423544297,node,fast_food,burger king,burger,,,,,,,43.5377107,-5.6597463
3423544308,node,fast_food,döner kebab,kebab,,,,,,,43.5408162,-5.6584618
3423544321,node,fast_food,taco bell,tex-mex,,,,,,,43.5378041,-5.6597771
3423544322,node,fast_food,pizzeria & trattoria la divina commedia,pizza,,Calle Marqués de Casa Valdés,,+34 984391779,,"Tu-Su 20:00-24:00; Sa,Su 13:30-16:00",43.540321,-5.6572906
3440808476,node,fast_food,comida turca siero doner kebab,kebab,,,,,,,43.3929039,-5.6581266
3475328608,node,fast_food,ca'zampola,,,,,,,,43.1600903,-5.8302593
3707230626,node,fast_food,subway,sandwich,,,,,,,43.5390535,-5.6616273
3747728130,node,fast_food,peggy sue's,american,,,,,,,43.5442017,-5.6625203
4030804572,node,fast_food,la picota,regional,,,,,,,43.3076816,-5.6898761
4128548540,node,fast_food,burguer gufy,burger,,,,,,Mo-Su 13:00-23:00+,43.2929857,-5.6780274
4181168811,node,fast_food,la escalerona,burger,gijón/xixón,Paseo del Muro de San Lorenzo,,,,,43.5418031,-5.6590356
4260623911,node,fast_food,telepizza,pizza,oviedo,Calle González Besada,33007,,,,43.3564577,-5.8499486
4317675555,node,fast_food,belarmino,,langreo / llangréu,Calle Manuel Suárez García,33930,,,,43.3049203,-5.6896584
4317675558,node,fast_food,la menuda,,langreo / llangréu,Calle La Teyerona,33930,,,,43.3052006,-5.6894757
4394664204,node,fast_food,billy bob,,,,,,,,43.3659358,-5.852177
5041148657,node,fast_food,la cesteria,,,,,,,,43.5443216,-5.6623984
5041148675,node,fast_food,la gaviota calva,,,,,,,,43.5470593,-5.6654564
5041148676,node,fast_food,popeyes,chicken,,,,,,,43.5432839,-5.6641761
5067220816,node,fast_food,el horno de lucky,pizza,oviedo / uviéu,,,,,,43.3541802,-5.8444261
5074127722,node,fast_food,alberobello,pizza,,,,,,,43.5377119,-5.6574003
5133683188,node,fast_food,el pollo mas rapido,burger,,,,,,,43.5257433,-5.6767003
5178924668,node,fast_food,kebab xixón,,,,,,,,43.5246087,-5.667607
5467807842,node,fast_food,mike's,burger,gijón/xixón,,,,,,43.5361835,-5.648384
5552715107,node,fast_food,la bocatería,,,,,,,,43.3888162,-5.186246
5556522653,node,fast_food,domino's,pizza,oviedo,Plaza de los Cuatro Caños,33011,,,,43.3846973,-5.8241585
5645396106,node,fast_food,burger king,burger,oviedo / uviéu,,,,,,43.3690571,-5.834851
5656582377,node,fast_food,city kebab,kebab,,Cai/Calle Rivero,,,,,43.5549276,-5.9212454
5814545297,node,fast_food,la pizzería,pizza,,,,+34 985 470 525;+34 636 763 316,https://lapizzeriadeluarca.blogspot.com/,,43.545387,-6.5319487
5879655896,node,fast_food,el muro,,,Calle Cabrales,,,,,43.5437063,-5.6616378
6563455489,node,fast_food,domino's,pizza,,,,,,,43.2502355,-5.7762612
6612164003,node,fast_food,telepizza,pizza,,Calle Pablo Iglesias,33450,+34 985181808,https://www.telepizza.es,,43.5603675,-5.9748066
6638692859,node,fast_food,arian kebab,,oviedo / uviéu,Calle González Besada,33007,,,,43.3561245,-5.8532807
6815707085,node,fast_food,burger king,burger,,Cai La Cámara / Calle La Cámara,,,,,43.5584412,-5.9250752
6968976571,node,fast_food,burger king,burger,gijón/xixón,Calle Anselmo Solar,,,,,43.5326003,-5.6452088
7593411748,node,fast_food,telepizza,pizza,,,,,,,43.3932051,-5.6604319
7617716893,node,fast_food,golfo,,,,,,,,43.5428893,-5.6651877
7617718290,node,fast_food,la taberna del medio,,,,,,,,43.542779,-5.6652056
7623546487,node,fast_food,gilda,,,,,,,,43.5432663,-5.6636358
7630143587,node,fast_food,doner kebap,,,,,,,,43.5420365,-5.6686145
7742101489,node,fast_food,arti pizza,italian_pizza,,Avenida de Schulz,,,,,43.5313752,-5.66608
8237100593,node,fast_food,kebaberia de oro,,,,,,,,43.5311512,-5.662878
8242413763,node,fast_food,biker's,burger;pizza;sandwich,pola de lena,Vicente Regueral,33630,+34 984068253,,,43.1636363,-5.8280094
8297095333,node,fast_food,el rincon del pollo,,,,,,,,43.5357938,-5.6673902
8421369448,node,fast_food,churrerías gijon,bagel;churro,,,,,,,43.5363801,-5.673212
8440742190,node,fast_food,domino's,pizza,avilés,Calle Fernando Morán,33401,+34984752628,https://www.dominospizza.es/,,43.555971,-5.9322724
8528778127,node,fast_food,pizzbit,,,,,,,Mo-Su 19:00-24:00,43.3096519,-5.6905221
8892595956,node,fast_food,domino's,pizza,,,,+34984836704,,,43.5364381,-5.6971148
8992183102,node,fast_food,doña patata,,,,,,,,43.5347937,-5.6687543
9022839817,node,fast_food,kfc,chicken,gijón/xixón,,,,,,43.5371066,-5.6949185
9062919088,node,fast_food,casa de estanbul,,,,,,,,43.5310608,-5.6709874
9212007964,node,fast_food,telepizza,pizza,,,,,,"PH,Mo-Su 13:00-16:00,19:00-24:00",43.5315673,-5.6718121
10082467891,node,fast_food,carl's jr.,burger,oviedo,Calle Fruela,33007,,,,43.3615439,-5.8474122
10087428255,node,fast_food,burger king,burger,oviedo / uviéu,Calle General Elorza,33002,,,,43.3667523,-5.8493116
10089861224,node,fast_food,kfc,chicken,oviedo,Calle Rosa María Menéndez López,,,,,43.3706111,-5.8308397
10089885113,node,fast_food,duffin dagels,donut,oviedo,Calle Campoamor,33001,,,,43.3653732,-5.8513109
10089926324,node,fast_food,popeyes,chicken,oviedo / uviéu,Calle Víctor Chávarri,33001,,,,43.3649362,-5.8434895
10092151790,node,fast_food,papa john's,pizza,oviedo / uviéu,Calle General Elorza,33001,,,,43.3666308,-5.8456146
10095592159,node,fast_food,astur doner kebab,kebab,oviedo,Calle de Martínez Marina,33009,,,,43.3594414,-5.8476565
10117016345,node,fast_food,la pepita burger bar,burger,oviedo,Calle Campoamor,33001,,,,43.366079,-5.8534468
10118960866,node,fast_food,pizza móvil,pizza,oviedo / uviéu,Calle Turina,33011,,,"Mo-Fr 13:00-16:00, Mo-Th 19:00-23:30, Fr 19:00-24:00, Sa 13:00-24:00, PH 13:00-23:30",43.3706626,-5.8404915
10143266465,node,fast_food,churrería esmeralda,churro,oviedo,Paseo de Los Álamos,33003,,,,43.3627613,-5.8498155
10143580324,node,fast_food,bocatería limón,sandwich,oviedo / uviéu,Calle Ramón y Cajal,33003,,,,43.3619603,-5.8458268
10143580325,node,fast_food,mc doner kebab,kebab,oviedo/uviéu,Calle El Peso,33009,,,,43.3609501,-5.8454413
10162679033,node,fast_food,mcdonald's,burger,paredes,,33429,,,,43.3898252,-5.8048273
10162679034,node,fast_food,burger king,burger,paredes,,33429,,,,43.389464,-5.8048588
10250506386,node,fast_food,telepizza,pizza,,Calle Doctor Jimenez Díaz,,,,,43.5520423,-5.9300658
10273559919,node,fast_food,telepizza,pizza,lluanco/luanco,Calle Hermanos González Blanco,33440,,,,43.6167672,-5.791612
10595818954,node,fast_food,rita la reina del pollo,chicken,,,,,https://lareinadelpollo.es/,,43.3632801,-5.8457029
10607096860,node,fast_food,churrería la milagrosa,churro,,,,,,,43.5328174,-5.6659343
10607118704,node,fast_food,kebab turco asturias,,,,,,,,43.532232,-5.6670788
10607154508,node,fast_food,delitaper,,,,,,,Mo-Fr 08:00-15:00; Sa 10:00-14:30,43.5322975,-5.6677289
10607157410,node,fast_food,espresso&cono,,,,,,,,43.5327467,-5.6659482
10657991965,node,fast_food,gowok,,,,,,,,43.5393516,-5.6658595
10781600280,node,fast_food,churrería guty,churro,oviedo / uviéu,Calle General Elorza,33002,,,,43.3669169,-5.8485662
10816897678,node,fast_food,mike's,burger,oviedo,Calle Miguel Ángel Blanco,33013,,,,43.3627294,-5.8597162
10862511238,node,fast_food,burger king,burger,,,,,,,43.3035748,-5.6914916
10871368243,node,fast_food,pink's!!,,oviedo,Calle Cimadevilla,33003,,,,43.3611742,-5.8444407
10914499985,node,fast_food,pinky,,,,,,,,43.5335486,-5.6655593
10925221379,node,fast_food,churrería la gloria,churro,,,,,,,43.5301231,-5.6646203
10957623278,node,fast_food,el pichi,chicken,,,,+34 984 501222,https://www.polleriaelpichi.com,,43.5101139,-5.6720664
11024935032,node,fast_food,king kebab gijon,kebab,,,,,,,43.5339739,-5.6702681
11034441036,node,fast_food,la casa de las empanadas,,,,,,,,43.5350339,-5.6640022
